filepath,filename,ext,duration_sec,fps,total_frames,processed,processed_at,output_dir,note,preprocessed,preprocessed_at,preproc_dir,preproc_note
C:\Users\User\OneDrive\Documents\godseye\video\Recording 2025-08-26 090915.mp4,Recording 2025-08-26 090915.mp4,.mp4,75.967,30.000,2279,true,2025-08-26T10:26:25,C:\Users\User\OneDrive\Documents\godseye\frames\20250826_102613_Recording 2025-08-26 090915_dur76s,frames_saved=2279;stride=1,true,2025-08-26T10:57:54,C:\Users\User\OneDrive\Documents\godseye\processed\20250826_102613_Recording 2025-08-26 090915_dur76s,frames_in=2279;frames_out=2279
